loc,total,deaths,discharged,date,active,perdeath,perdis,peractive
Rajasthan,65289,910,49963,2020-08-20,14416,1.39,76.52,22.08
Sikkim,1232,3,789,2020-08-20,440,0.24,63.99,35.69
Tamil Nadu,355449,6123,296171,2020-08-20,53155,1.72,83.32,14.95
Telengana,97424,729,75186,2020-08-20,21509,0.75,77.17,22.08
Tripura,7835,65,5565,2020-08-20,2205,0.83,71.02,28.14
Uttarakhand,13225,178,9132,2020-08-20,3915,1.35,69.05,29.6
Uttar Pradesh,167510,2638,115227,2020-08-20,49645,1.57,68.79,29.64
West Bengal,125922,2581,95663,2020-08-20,27678,2.05,75.97,21.98
Andaman and Nicobar Islands,2680,31,1638,2020-08-21,1011,1.16,61.1,37.71
Andhra Pradesh,325396,3001,235218,2020-08-21,87177,0.92,72.29,26.79
Arunachal Pradesh,3066,5,2093,2020-08-21,968,0.16,68.24,31.56
Assam,86052,221,63120,2020-08-21,22711,0.26,73.35,26.39
Bihar,114941,492,87660,2020-08-21,26789,0.43,76.26,23.31
Chandigarh,2515,31,1390,2020-08-21,1094,1.23,55.25,43.48
Chhattisgarh,18501,168,11739,2020-08-21,6594,0.91,63.45,35.64
Dadar Nagar Haveli,2030,2,1627,2020-08-21,401,0.1,80.11,19.74
Delhi,157354,4257,141826,2020-08-21,11271,2.71,90.13,7.16
Goa,13099,126,9063,2020-08-21,3910,0.96,69.18,29.85
Gujarat,83107,2853,65946,2020-08-21,14308,3.43,79.35,17.22
Haryana,50926,578,42793,2020-08-21,7555,1.13,84.03,14.83
Himachal Pradesh,4538,23,3085,2020-08-21,1430,0.51,67.97,31.5
Jammu and Kashmir,30717,578,23225,2020-08-21,6914,1.88,75.61,22.51
Jharkhand,26753,286,17057,2020-08-21,9410,1.07,63.75,35.17
Karnataka,256975,4429,170381,2020-08-21,82165,1.72,66.3,31.97
Kerala,52199,191,33824,2020-08-21,18184,0.37,64.8,34.84
Ladakh,2077,18,1436,2020-08-21,623,0.87,69.1,29.98
Lakshadweep,0,0,0,2020-08-21,0,0.0,0.0,0.0
Madhya Pradesh,49493,1171,37540,2020-08-21,10782,2.37,75.85,21.78
Maharashtra,643289,21359,459124,2020-08-21,162806,3.32,71.37,25.31
Manipur,4925,18,3002,2020-08-21,1905,0.37,60.94,38.67
Meghalaya,1661,6,730,2020-08-21,925,0.36,43.92,55.66
Mizoram,895,0,402,2020-08-21,493,0.0,44.87,55.02
Nagaland,3583,8,1921,2020-08-21,1654,0.22,53.6,46.15
Odisha,70020,380,48577,2020-08-21,21063,0.54,69.37,30.08
Puducherry,9292,137,5634,2020-08-21,3521,1.47,60.63,37.89
Punjab,37824,957,23037,2020-08-21,13830,2.53,60.9,36.56
Rajasthan,66619,921,51190,2020-08-21,14508,1.38,76.84,21.78
Sikkim,1290,3,827,2020-08-21,460,0.23,64.06,35.63
Tamil Nadu,361435,6239,301913,2020-08-21,53283,1.73,83.53,14.74
Telengana,99391,737,76967,2020-08-21,21687,0.74,77.44,21.82
Tripura,8091,69,5649,2020-08-21,2373,0.85,69.81,29.33
Uttarakhand,13636,187,9433,2020-08-21,4016,1.37,69.17,29.45
Uttar Pradesh,172334,2733,121090,2020-08-21,48511,1.59,70.26,28.15
West Bengal,129119,2634,98789,2020-08-21,27696,2.04,76.51,21.45
Andaman and Nicobar Islands,2747,32,1744,2020-08-22,971,1.16,63.46,35.33
Andhra Pradesh,334940,3092,244045,2020-08-22,87803,0.92,72.86,26.21
Arunachal Pradesh,3126,5,2125,2020-08-22,996,0.16,67.96,31.85
Assam,87908,227,65596,2020-08-22,22085,0.26,74.62,25.12
Bihar,117413,498,91552,2020-08-22,25363,0.42,77.97,21.6
Chandigarh,2631,33,1426,2020-08-22,1172,1.25,54.18,44.53
Chhattisgarh,19510,180,12022,2020-08-22,7308,0.92,61.62,37.46
Dadar Nagar Haveli,2082,2,1652,2020-08-22,428,0.1,79.31,20.55
Delhi,158604,4270,142908,2020-08-22,11426,2.69,90.1,7.2
Goa,13484,135,9540,2020-08-22,3809,1.0,70.75,28.25
Gujarat,84311,2867,67267,2020-08-22,14177,3.4,79.78,16.81
Haryana,52129,585,43413,2020-08-22,8131,1.12,83.28,15.6
Himachal Pradesh,4728,25,3234,2020-08-22,1469,0.53,68.39,31.06
Jammu and Kashmir,31371,593,23805,2020-08-22,6973,1.89,75.88,22.23
Jharkhand,28196,297,18372,2020-08-22,9527,1.05,65.16,33.79
Karnataka,264546,4522,176942,2020-08-22,83082,1.71,66.88,31.41
Kerala,54182,203,35243,2020-08-22,18736,0.37,65.04,34.58
Ladakh,2133,19,1449,2020-08-22,665,0.89,67.9,31.16
Lakshadweep,0,0,0,2020-08-22,0,0.0,0.0,0.0
Madhya Pradesh,50640,1185,38527,2020-08-22,10928,2.34,76.08,21.58
Maharashtra,657450,21698,470873,2020-08-22,164879,3.3,71.62,25.08
Manipur,5049,20,3261,2020-08-22,1768,0.4,64.57,35.01
Meghalaya,1718,6,749,2020-08-22,963,0.35,43.57,56.02
Mizoram,903,0,420,2020-08-22,483,0.0,46.46,53.43
Nagaland,3619,8,2074,2020-08-22,1537,0.22,57.29,42.46
Odisha,72718,390,50504,2020-08-22,21824,0.54,69.45,30.01
Puducherry,9594,143,5934,2020-08-22,3517,1.49,61.84,36.65
Punjab,39327,991,23893,2020-08-22,14443,2.52,60.75,36.72
Rajasthan,67954,933,52496,2020-08-22,14525,1.37,77.25,21.37
Sikkim,1336,3,834,2020-08-22,499,0.22,62.38,37.32
Tamil Nadu,367430,6340,307677,2020-08-22,53413,1.73,83.74,14.54
Telengana,101865,744,78735,2020-08-22,22386,0.73,77.29,21.98
Tripura,8371,70,6061,2020-08-22,2240,0.84,72.4,26.76
Uttarakhand,14083,192,9676,2020-08-22,4215,1.36,68.7,29.93
Uttar Pradesh,177239,2797,126657,2020-08-22,47785,1.58,71.46,26.96
West Bengal,132364,2689,101871,2020-08-22,27804,2.03,76.96,21.01
Andaman and Nicobar Islands,2808,32,1853,2020-08-23,923,1.14,65.97,32.86
Andhra Pradesh,345216,3189,252638,2020-08-23,89389,0.92,73.18,25.89
Arunachal Pradesh,3223,5,2228,2020-08-23,990,0.16,69.11,30.71
Assam,89468,234,67641,2020-08-23,21593,0.26,75.6,24.13
Bihar,119529,503,94858,2020-08-23,24168,0.42,79.36,20.22
Chandigarh,2776,33,1471,2020-08-23,1272,1.19,52.97,45.8
Chhattisgarh,20078,189,12394,2020-08-23,7495,0.94,61.73,37.33
Dadar Nagar Haveli,2120,2,1702,2020-08-23,416,0.09,80.25,19.61
Delhi,160016,4284,144138,2020-08-23,11594,2.68,90.08,7.25
Goa,13790,140,10019,2020-08-23,3631,1.02,72.65,26.33
Gujarat,85523,2881,68243,2020-08-23,14399,3.37,79.79,16.84
Haryana,53290,597,44013,2020-08-23,8680,1.12,82.59,16.29
Himachal Pradesh,4895,29,3341,2020-08-23,1525,0.59,68.24,31.15
Jammu and Kashmir,31981,608,24398,2020-08-23,6975,1.9,76.29,21.81
Jharkhand,28571,308,18507,2020-08-23,9756,1.08,64.77,34.15
Karnataka,271876,4615,184568,2020-08-23,82693,1.7,67.89,30.42
Kerala,56354,218,36535,2020-08-23,19601,0.39,64.83,34.78
Ladakh,2210,21,1469,2020-08-23,720,0.95,66.44,32.56
Lakshadweep,0,0,0,2020-08-23,0,0.0,0.0,0.0
Madhya Pradesh,51866,1206,39399,2020-08-23,11261,2.33,75.96,21.71
Maharashtra,671942,21995,480114,2020-08-23,169833,3.27,71.45,25.27
Manipur,5132,22,3455,2020-08-23,1655,0.43,67.31,32.24
Meghalaya,1811,7,769,2020-08-23,1035,0.39,42.44,57.12
Mizoram,917,0,423,2020-08-23,494,0.0,46.08,53.81
Nagaland,3635,9,2166,2020-08-23,1460,0.25,59.57,40.15
Odisha,75537,399,52277,2020-08-23,22861,0.53,69.21,30.26
Puducherry,10112,151,6307,2020-08-23,3654,1.49,62.37,36.13
Punjab,40643,1036,24302,2020-08-23,15305,2.55,59.79,37.66
Rajasthan,69264,944,54144,2020-08-23,14176,1.36,78.17,20.47
Sikkim,1381,3,871,2020-08-23,507,0.22,63.02,36.69
Tamil Nadu,373410,6420,313280,2020-08-23,53710,1.72,83.9,14.38
Telengana,104249,755,80586,2020-08-23,22908,0.72,77.3,21.97
Tripura,8702,72,6182,2020-08-23,2448,0.83,71.03,28.13
Uttarakhand,14566,195,10021,2020-08-23,4350,1.34,68.79,29.86
Uttar Pradesh,182453,2867,131295,2020-08-23,48291,1.57,71.96,26.47
West Bengal,135596,2737,104959,2020-08-23,27900,2.02,77.41,20.58
Andaman and Nicobar Islands,2860,33,1963,2020-08-24,864,1.15,68.61,30.2
Andhra Pradesh,353111,3282,260087,2020-08-24,89742,0.93,73.66,25.41
Arunachal Pradesh,3263,5,2297,2020-08-24,961,0.15,70.37,29.44
Assam,90740,242,70900,2020-08-24,19598,0.27,78.13,21.6
Bihar,121947,511,98325,2020-08-24,23111,0.42,80.63,18.95
Chandigarh,2918,37,1492,2020-08-24,1389,1.27,51.11,47.58
Chhattisgarh,20918,197,12931,2020-08-24,7790,0.94,61.81,37.24
Dadar Nagar Haveli,2161,2,1753,2020-08-24,406,0.09,81.08,18.78
Delhi,161466,4300,145388,2020-08-24,11778,2.66,90.04,7.29
Goa,13999,144,10472,2020-08-24,3383,1.03,74.8,24.16
Gujarat,86624,2895,69212,2020-08-24,14517,3.34,79.9,16.76
Haryana,54386,603,44822,2020-08-24,8961,1.11,82.41,16.48
Himachal Pradesh,5001,29,3461,2020-08-24,1511,0.58,69.19,30.21
Jammu and Kashmir,32647,617,24832,2020-08-24,7198,1.89,76.06,22.05
Jharkhand,29677,312,19629,2020-08-24,9736,1.05,66.14,32.81
Karnataka,277814,4683,189564,2020-08-24,83567,1.69,68.23,30.08
Kerala,58262,223,37645,2020-08-24,20394,0.38,64.61,35.0
Ladakh,2279,23,1491,2020-08-24,765,1.01,65.39,33.55
Lakshadweep,0,0,0,2020-08-24,0,0.0,0.0,0.0
Madhya Pradesh,53129,1229,40390,2020-08-24,11510,2.31,76.02,21.66
Maharashtra,682383,22253,488271,2020-08-24,171859,3.26,71.55,25.19
Manipur,5246,22,3616,2020-08-24,1608,0.42,68.92,30.65
Meghalaya,1917,8,776,2020-08-24,1133,0.42,40.46,59.07
Mizoram,918,0,459,2020-08-24,459,0.0,49.95,49.95
Nagaland,3686,9,2294,2020-08-24,1383,0.24,62.22,37.51
Odisha,78530,409,54406,2020-08-24,23715,0.52,69.28,30.2
Puducherry,10522,159,6657,2020-08-24,3706,1.51,63.26,35.22
Punjab,41779,1086,26528,2020-08-24,14165,2.6,63.49,33.9
Rajasthan,70609,955,55324,2020-08-24,14330,1.35,78.35,20.29
Sikkim,1403,3,871,2020-08-24,529,0.21,62.04,37.68
Tamil Nadu,379385,6517,319327,2020-08-24,53541,1.72,84.17,14.11
Telengana,106091,761,82411,2020-08-24,22919,0.72,77.68,21.6
Tripura,8902,73,6341,2020-08-24,2488,0.82,71.22,27.95
Uttarakhand,15124,200,10480,2020-08-24,4444,1.32,69.29,29.38
Uttar Pradesh,187781,2926,135613,2020-08-24,49242,1.56,72.22,26.22
West Bengal,138870,2794,108007,2020-08-24,28069,2.01,77.78,20.21
Andaman and Nicobar Islands,2904,35,2092,2020-08-25,777,1.2,72.01,26.75
Andhra Pradesh,361712,3368,268828,2020-08-25,89516,0.93,74.32,24.75
Arunachal Pradesh,3312,5,2427,2020-08-25,880,0.15,73.26,26.56
Assam,92619,252,73090,2020-08-25,19277,0.27,78.91,20.81
Bihar,123198,514,101292,2020-08-25,21392,0.42,82.22,17.36
Chandigarh,3035,37,1646,2020-08-25,1352,1.22,54.22,44.53
Chhattisgarh,22054,206,13424,2020-08-25,8424,0.93,60.87,38.2
Dadar Nagar Haveli,2181,2,1786,2020-08-25,393,0.09,81.85,18.01
Delhi,162527,4313,146588,2020-08-25,11626,2.65,90.19,7.15
Goa,14138,148,10909,2020-08-25,3081,1.05,77.16,21.79
Gujarat,87691,2908,70231,2020-08-25,14552,3.32,80.09,16.59
Haryana,55460,613,45405,2020-08-25,9442,1.11,81.87,17.02
Himachal Pradesh,5101,29,3584,2020-08-25,1488,0.57,70.25,29.17
Jammu and Kashmir,33075,624,25205,2020-08-25,7246,1.89,76.2,21.91
Jharkhand,31005,330,20870,2020-08-25,9805,1.06,67.31,31.62
Karnataka,283665,4810,197625,2020-08-25,81230,1.7,69.67,28.64
Kerala,59504,234,38883,2020-08-25,20387,0.39,65.34,34.26
Ladakh,2330,23,1517,2020-08-25,790,0.99,65.08,33.89
Lakshadweep,0,0,0,2020-08-25,0,0.0,0.0,0.0
Madhya Pradesh,54421,1246,41231,2020-08-25,11944,2.29,75.76,21.95
Maharashtra,693398,22465,502490,2020-08-25,168443,3.24,72.47,24.29
Manipur,5362,22,3714,2020-08-25,1626,0.41,69.25,30.32
Meghalaya,1976,8,789,2020-08-25,1179,0.4,39.91,59.64
Mizoram,953,0,461,2020-08-25,492,0.0,48.32,51.57
Nagaland,3714,9,2396,2020-08-25,1309,0.24,64.5,35.24
Odisha,81479,419,56925,2020-08-25,24135,0.51,69.86,29.62
Puducherry,10859,164,6942,2020-08-25,3753,1.51,63.92,34.56
Punjab,43284,1129,28357,2020-08-25,13798,2.61,65.51,31.88
Rajasthan,71955,967,56600,2020-08-25,14388,1.34,78.66,20.0
Sikkim,1446,3,934,2020-08-25,509,0.21,64.55,35.18
Tamil Nadu,385352,6614,325456,2020-08-25,53282,1.72,84.46,13.83
Telengana,108670,770,84163,2020-08-25,23737,0.71,77.45,21.84
Tripura,9195,78,6414,2020-08-25,2703,0.85,69.75,29.39
Uttarakhand,15529,207,10912,2020-08-25,4410,1.33,70.26,28.4
Uttar Pradesh,192382,2987,140107,2020-08-25,49288,1.55,72.83,25.62
West Bengal,141837,2851,111292,2020-08-25,27694,2.01,78.46,19.53
Andaman and Nicobar Islands,2945,37,2231,2020-08-26,677,1.26,75.73,22.98
Andhra Pradesh,371639,3460,278247,2020-08-26,89932,0.93,74.87,24.2
Arunachal Pradesh,3412,5,2508,2020-08-26,899,0.15,73.48,26.34
Assam,94592,260,74814,2020-08-26,19518,0.27,79.09,20.63
Bihar,124536,519,104301,2020-08-26,19716,0.42,83.75,15.83
Chandigarh,3209,40,1713,2020-08-26,1456,1.25,53.36,45.36
Chhattisgarh,23341,221,13732,2020-08-26,9388,0.95,58.83,40.22
Dadar Nagar Haveli,2203,2,1820,2020-08-26,381,0.09,82.58,17.29
Delhi,164071,4330,147743,2020-08-26,11998,2.64,90.05,7.31
Goa,14530,157,11224,2020-08-26,3149,1.08,77.24,21.67
Gujarat,88805,2928,71236,2020-08-26,14641,3.3,80.22,16.49
Haryana,56608,623,46496,2020-08-26,9489,1.1,82.14,16.76
Himachal Pradesh,5154,30,3748,2020-08-26,1376,0.58,72.71,26.69
Jammu and Kashmir,33776,638,25594,2020-08-26,7544,1.89,75.77,22.33
Jharkhand,31973,347,21388,2020-08-26,10238,1.09,66.89,32.02
Karnataka,291826,4958,204439,2020-08-26,82429,1.7,70.05,28.25
Kerala,61879,244,40339,2020-08-26,21296,0.39,65.19,34.41
Ladakh,2420,24,1549,2020-08-26,847,0.99,63.98,34.99
Lakshadweep,0,0,0,2020-08-26,0,0.0,0.0,0.0
Madhya Pradesh,55800,1265,42310,2020-08-26,12225,2.27,75.82,21.91
Maharashtra,703823,22794,514790,2020-08-26,166239,3.24,73.14,23.62
Manipur,5444,24,3812,2020-08-26,1608,0.44,70.01,29.53
Meghalaya,2018,8,832,2020-08-26,1178,0.4,41.21,58.35
Mizoram,967,0,464,2020-08-26,503,0.0,47.93,51.96
Nagaland,3752,9,2611,2020-08-26,1132,0.24,69.57,30.16
Odisha,84231,428,59470,2020-08-26,24333,0.51,70.6,28.89
Puducherry,11426,172,7273,2020-08-26,3981,1.51,63.65,34.84
Punjab,44577,1178,29145,2020-08-26,14254,2.64,65.38,31.98
Rajasthan,73325,980,58126,2020-08-26,14219,1.34,79.27,19.39
Sikkim,1475,3,1054,2020-08-26,418,0.2,71.41,28.32
Tamil Nadu,391303,6721,332454,2020-08-26,52128,1.72,84.96,13.32
Telengana,111688,780,85223,2020-08-26,25685,0.7,76.3,23.0
Tripura,9523,83,6574,2020-08-26,2866,0.87,69.03,30.09
Uttarakhand,16014,213,11201,2020-08-26,4600,1.33,69.94,28.72
Uttar Pradesh,197388,3059,144754,2020-08-26,49575,1.55,73.33,25.12
West Bengal,144801,2909,114543,2020-08-26,27349,2.01,79.1,18.89
Andaman and Nicobar Islands,2985,41,2309,2020-08-27,635,1.37,77.33,21.27
Andhra Pradesh,382469,3541,286720,2020-08-27,92208,0.93,74.97,24.11
Arunachal Pradesh,3555,5,2563,2020-08-27,987,0.14,72.08,27.76
Assam,96771,274,76962,2020-08-27,19535,0.28,79.53,20.19
Bihar,126714,530,106361,2020-08-27,19823,0.42,83.94,15.64
Chandigarh,3376,41,1796,2020-08-27,1539,1.21,53.18,45.57
Chhattisgarh,24550,231,14145,2020-08-27,10174,0.94,57.61,41.44
Dadar Nagar Haveli,2228,2,1862,2020-08-27,364,0.09,83.54,16.33
Delhi,165764,4347,148897,2020-08-27,12520,2.62,89.82,7.55
Goa,15027,165,11511,2020-08-27,3351,1.1,76.6,22.3
Gujarat,89994,2945,72282,2020-08-27,14767,3.27,80.32,16.41
Haryana,58005,634,47613,2020-08-27,9758,1.09,82.08,16.82
Himachal Pradesh,5321,32,3810,2020-08-27,1479,0.6,71.59,27.79
Jammu and Kashmir,34480,657,26193,2020-08-27,7630,1.91,75.96,22.13
Jharkhand,33046,362,22349,2020-08-27,10335,1.1,67.63,31.27
Karnataka,300406,5091,211688,2020-08-27,83627,1.69,70.47,27.84
Kerala,64355,257,41690,2020-08-27,22408,0.4,64.78,34.82
Ladakh,2451,25,1580,2020-08-27,846,1.02,64.44,34.5
Lakshadweep,0,0,0,2020-08-27,0,0.0,0.0,0.0
Madhya Pradesh,56864,1282,43246,2020-08-27,12336,2.25,76.05,21.69
Maharashtra,718711,23089,522427,2020-08-27,173195,3.21,72.69,24.1
Manipur,5585,25,3829,2020-08-27,1731,0.45,68.55,30.99
Meghalaya,2050,8,874,2020-08-27,1168,0.39,42.61,56.95
Mizoram,967,0,473,2020-08-27,494,0.0,48.86,51.03
Nagaland,3778,9,2611,2020-08-27,1158,0.24,69.09,30.64
Odisha,87602,441,62813,2020-08-27,24348,0.5,71.7,27.79
Puducherry,11930,180,7486,2020-08-27,4264,1.51,62.74,35.74
Punjab,46090,1219,30231,2020-08-27,14640,2.64,65.59,31.76
Rajasthan,74670,992,59579,2020-08-27,14099,1.33,79.79,18.88
Sikkim,1486,3,1076,2020-08-27,407,0.2,72.36,27.37
Tamil Nadu,397261,6839,338060,2020-08-27,52362,1.72,85.1,13.18
Telengana,114483,788,86095,2020-08-27,27600,0.69,75.2,24.11
Tripura,9908,85,6697,2020-08-27,3126,0.86,67.59,31.55
Uttarakhand,16549,219,11524,2020-08-27,4806,1.32,69.63,29.04
Uttar Pradesh,203028,3149,148562,2020-08-27,51317,1.55,73.17,25.28
West Bengal,147775,2964,117857,2020-08-27,26954,2.01,79.75,18.24
Andaman and Nicobar Islands,3018,42,2374,2020-08-28,602,1.39,78.64,19.94
Andhra Pradesh,393090,3633,295248,2020-08-28,94209,0.92,75.11,23.97
Arunachal Pradesh,3633,5,2621,2020-08-28,1007,0.14,72.12,27.71
Assam,98807,278,79307,2020-08-28,19222,0.28,80.26,19.45
Bihar,128780,538,109175,2020-08-28,19067,0.42,84.78,14.81
Chandigarh,3564,43,1977,2020-08-28,1544,1.21,55.46,43.31
Chhattisgarh,25988,245,14607,2020-08-28,11136,0.94,56.2,42.85
Dadar Nagar Haveli,2266,2,1916,2020-08-28,348,0.09,84.52,15.35
Delhi,167604,4369,150027,2020-08-28,13208,2.61,89.51,7.88
Goa,15483,171,11867,2020-08-28,3445,1.1,76.64,22.25
Gujarat,91179,2962,73475,2020-08-28,14742,3.25,80.58,16.17
Haryana,59298,646,48690,2020-08-28,9962,1.09,82.11,16.8
Himachal Pradesh,5501,33,4008,2020-08-28,1460,0.6,72.85,26.54
Jammu and Kashmir,35135,671,26721,2020-08-28,7743,1.91,76.05,22.04
Jharkhand,34396,373,22927,2020-08-28,11096,1.08,66.65,32.26
Karnataka,309792,5232,219554,2020-08-28,85006,1.69,70.87,27.44
Kerala,66761,267,43757,2020-08-28,22737,0.4,65.54,34.06
Ladakh,2492,27,1640,2020-08-28,825,1.08,65.78,33.09
Lakshadweep,0,0,0,2020-08-28,0,0.0,0.0,0.0
Madhya Pradesh,58181,1306,44453,2020-08-28,12422,2.24,76.4,21.35
Maharashtra,733568,23444,531563,2020-08-28,178561,3.2,72.46,24.34
Manipur,5725,25,3957,2020-08-28,1743,0.44,69.11,30.44
Meghalaya,2129,8,899,2020-08-28,1222,0.38,42.21,57.37
Mizoram,974,0,500,2020-08-28,474,0.0,51.28,48.62
Nagaland,3784,9,2735,2020-08-28,1040,0.24,72.26,27.48
Odisha,90986,448,65323,2020-08-28,25215,0.49,71.79,27.71
Puducherry,12434,190,7761,2020-08-28,4483,1.53,62.41,36.05
Punjab,47836,1256,30972,2020-08-28,15608,2.63,64.74,32.63
Rajasthan,76015,1005,60585,2020-08-28,14425,1.32,79.7,18.98
Sikkim,1542,3,1151,2020-08-28,388,0.19,74.59,25.15
Tamil Nadu,403242,6948,343930,2020-08-28,52364,1.72,85.29,12.99
Telengana,117415,799,87675,2020-08-28,28941,0.68,74.67,24.65
Tripura,10414,89,6839,2020-08-28,3486,0.85,65.66,33.47
Uttarakhand,17277,228,11775,2020-08-28,5274,1.32,68.15,30.52
Uttar Pradesh,208419,3217,152893,2020-08-28,52309,1.54,73.36,25.1
West Bengal,150772,3017,121046,2020-08-28,26709,2.0,80.28,17.71
Andaman and Nicobar Islands,3050,42,2444,2020-08-29,564,1.38,80.1,18.49
Andhra Pradesh,403616,3714,303711,2020-08-29,96191,0.92,75.25,23.83
Arunachal Pradesh,3745,5,2709,2020-08-29,1031,0.13,72.32,27.52
Assam,101367,286,81070,2020-08-29,20011,0.28,79.98,19.74
Bihar,131057,558,112452,2020-08-29,18047,0.43,85.8,13.77
Chandigarh,3724,45,2107,2020-08-29,1572,1.21,56.56,42.2
Chhattisgarh,27233,251,15109,2020-08-29,11873,0.92,55.48,43.6
Dadar Nagar Haveli,2290,2,1960,2020-08-29,328,0.09,85.55,14.32
Delhi,169412,4389,151473,2020-08-29,13550,2.59,89.41,8.0
Goa,16006,175,12296,2020-08-29,3535,1.09,76.82,22.08
Gujarat,92452,2976,74525,2020-08-29,14951,3.22,80.61,16.17
Haryana,60596,661,49710,2020-08-29,10225,1.09,82.03,16.87
Himachal Pradesh,5637,33,4149,2020-08-29,1455,0.59,73.59,25.81
Jammu and Kashmir,35831,678,27372,2020-08-29,7781,1.89,76.39,21.72
Jharkhand,35321,381,23850,2020-08-29,11090,1.08,67.52,31.4
Karnataka,318752,5368,227018,2020-08-29,86366,1.68,71.22,27.09
Kerala,69304,274,45854,2020-08-29,23176,0.4,66.16,33.44
Ladakh,2540,28,1714,2020-08-29,798,1.1,67.45,31.4
Lakshadweep,0,0,0,2020-08-29,0,0.0,0.0,0.0
Madhya Pradesh,59433,1323,45396,2020-08-29,12714,2.23,76.38,21.39
Maharashtra,747995,23775,543170,2020-08-29,181050,3.18,72.62,24.2
Manipur,5843,27,4057,2020-08-29,1759,0.46,69.42,30.1
Meghalaya,2240,10,958,2020-08-29,1272,0.45,42.75,56.76
Mizoram,1003,0,509,2020-08-29,494,0.0,50.7,49.2
Nagaland,3805,9,2850,2020-08-29,946,0.24,74.88,24.86
Odisha,94668,456,67826,2020-08-29,26386,0.48,71.65,27.87
Puducherry,13024,199,8080,2020-08-29,4745,1.53,62.03,36.43
Punjab,49378,1307,33008,2020-08-29,15063,2.65,66.85,30.5
Rajasthan,77370,1017,62033,2020-08-29,14320,1.31,80.18,18.51
Sikkim,1576,3,1184,2020-08-29,389,0.19,75.08,24.67
Tamil Nadu,409238,7050,349682,2020-08-29,52506,1.72,85.45,12.83
Telengana,120166,808,89350,2020-08-29,30008,0.67,74.35,24.97
Tripura,10857,94,7037,2020-08-29,3726,0.87,64.81,34.32
Uttarakhand,17865,239,12124,2020-08-29,5502,1.34,67.86,30.8
Uttar Pradesh,213824,3294,157879,2020-08-29,52651,1.54,73.84,24.62
West Bengal,153754,3073,124332,2020-08-29,26349,2.0,80.86,17.14
Andaman and Nicobar Islands,3081,44,2519,2020-08-30,518,1.43,81.73,16.81
Andhra Pradesh,414164,3796,312687,2020-08-30,97681,0.92,75.5,23.59
Arunachal Pradesh,3877,5,2754,2020-08-30,1118,0.13,71.02,28.83
Assam,103794,289,82510,2020-08-30,20995,0.28,79.49,20.23
Bihar,133003,561,114772,2020-08-30,17670,0.42,86.29,13.29
Chandigarh,3985,45,2248,2020-08-30,1692,1.13,56.4,42.45
Chhattisgarh,28746,262,15818,2020-08-30,12666,0.91,55.02,44.06
Dadar Nagar Haveli,2306,2,1998,2020-08-30,306,0.09,86.61,13.26
Delhi,171366,4404,152922,2020-08-30,14040,2.57,89.24,8.19
Goa,16553,178,12729,2020-08-30,3646,1.08,76.89,22.02
Gujarat,93734,2989,75636,2020-08-30,15109,3.19,80.69,16.12
Haryana,61987,670,50711,2020-08-30,10606,1.08,81.81,17.11
Himachal Pradesh,5781,34,4308,2020-08-30,1439,0.59,74.51,24.89
Jammu and Kashmir,36377,685,28020,2020-08-30,7672,1.88,77.02,21.09
Jharkhand,36857,397,25103,2020-08-30,11357,1.08,68.11,30.81
Karnataka,327076,5483,235128,2020-08-30,86465,1.68,71.89,26.44
Kerala,71701,280,48079,2020-08-30,23342,0.39,67.05,32.55
Ladakh,2603,32,1745,2020-08-30,826,1.23,67.01,31.72
Lakshadweep,0,0,0,2020-08-30,0,0.0,0.0,0.0
Madhya Pradesh,60875,1345,46413,2020-08-30,13117,2.21,76.24,21.55
Maharashtra,764281,24103,554711,2020-08-30,185467,3.15,72.58,24.27
Manipur,5960,28,4186,2020-08-30,1746,0.47,70.22,29.29
Meghalaya,2283,10,1035,2020-08-30,1238,0.44,45.32,54.2
Mizoram,1008,0,584,2020-08-30,424,0.0,57.88,42.02
Nagaland,3851,9,2917,2020-08-30,925,0.23,75.73,24.01
Odisha,97920,470,70714,2020-08-30,26736,0.48,72.22,27.3
Puducherry,13556,211,8511,2020-08-30,4834,1.56,62.78,35.66
Punjab,50848,1348,34091,2020-08-30,15409,2.65,67.04,30.3
Rajasthan,78777,1030,62971,2020-08-30,14776,1.31,79.93,18.76
Sikkim,1602,3,1195,2020-08-30,404,0.19,74.55,25.2
Tamil Nadu,415590,7137,355727,2020-08-30,52726,1.72,85.6,12.69
Telengana,123090,818,90988,2020-08-30,31284,0.66,73.92,25.42
Tripura,11307,98,7232,2020-08-30,3977,0.87,63.95,35.17
Uttarakhand,18571,250,12586,2020-08-30,5735,1.35,67.77,30.88
Uttar Pradesh,219457,3356,162741,2020-08-30,53360,1.53,74.16,24.31
West Bengal,156766,3126,127644,2020-08-30,25996,1.99,81.42,16.58
Andaman and Nicobar Islands,3104,45,2586,2020-08-31,473,1.45,83.29,15.23
Andhra Pradesh,424767,3884,321754,2020-08-31,99129,0.91,75.75,23.34
Arunachal Pradesh,4034,7,2822,2020-08-31,1205,0.17,69.94,29.86
Assam,105774,296,83927,2020-08-31,21551,0.28,79.34,20.37
Bihar,135035,578,117124,2020-08-31,17333,0.43,86.74,12.84
Chandigarh,4155,52,2296,2020-08-31,1807,1.25,55.25,43.48
Chhattisgarh,30092,269,16303,2020-08-31,13520,0.89,54.18,44.93
